smiles,qed,sas,weight,logP,gsk3b,jnk3
c1cc(C2C(=O)NC(=O)C=2c2ccnc(NC3CCOCC3)c2)cc(F)c1,0.81135624,2.588614128,367.38,2.3788,-9.1,-9
O=C(C=C1C(NC(=O)S1)=O)Nc1nccc(C2CC2)c1,0.827810109,2.723762499,289.316,1.7644,-7.7,-7.2
c1c(F)ccc(C2C(=O)NC(=O)C=2c2ccc(cc2)OC)c1,0.885129722,1.968353878,297.285,2.4015,-7.6,-7.6
c1c(cc(cc1)F)C1C(NC(C=1c1ccnc(NC2CCC2)c1)=O)=O,0.841806812,2.45798103,337.354,2.7523,-8.9,-8.4
c1oc(cc1)C1=C(C(NC1=O)=O)c1cc2c(cc1)OCO2,0.846491599,2.477327858,283.239,1.5755,-8.2,-8.2
N1C(=O)C(=C(C1=O)c1ccc(F)cc1)c1ccnc(NCCC(O)C)c1,0.689369325,2.94663393,355.369,1.9707,-8.2,-9
c1cc(ccn1)Nc1cc(OC)c(Cl)c(C(NCC2CCOCC2)=O)n1,0.805561093,2.564699643,376.844,3.0386,-8.2,-7.4
c1c(C2C(NC(C=2c2c(ccc(c2)F)F)=O)=O)cc(NC2CCOCC2)nc1,0.790955113,2.684848506,385.37,2.5179,-9.2,-9.2
O=C1NC(=O)C(c2ccnc(NC(C3CC3)=O)c2)=C1c1c(Cl)cc(cc1)Cl,0.768650722,2.443010885,402.237,3.3041,-8.7,-7.9
O=c1c2c(cc(Cl)cc2)n(C)cc1C1C(NC(=O)C=1c1cccc(c1)C)=O,0.696699676,2.505961039,378.815,3.06752,-9.4,-9.3
c1cc(ccc1Cl)C1=C(C(NC1=O)=O)c1c2cc(ccc2n(C)c1)OC,0.722528314,2.305329595,366.804,3.4075,-8.2,-7.5
c1ccc(F)cc1Nc1cc(ncn1)-c1ccnc(NC2CCCC2)c1,0.694212992,2.325004115,349.413,4.7758,-9.1,-8.4
c1cc(cc(Cl)c1C)C1C(=O)NC(=O)C=1c1cc2ccccc2cc1,0.699616222,2.171160879,347.801,4.36882,-9.5,-8.9
n1c(NC2CCCC2)nccc1-c1cc(C(N)=O)ccc1,0.902809051,2.047881451,282.347,2.597,-8,-8.2
N1C(C(c2ccc(F)cc2)=C(C1=O)c1cc(ncc1)NC1CCCCC1)=O,0.813387824,2.407270341,365.408,3.5325,-9.4,-8.6
c1(cc2c(nc(nc2NCCCOC)C)cc1)-c1ccc(cc1)F,0.690307706,2.065052202,325.387,4.19272,-7.5,-7.5
c1c(C2C(NC(=O)C=2c2ccnc(c2)NC2CCC2)=O)ccc(c1)Cl,0.827499606,2.394331626,353.809,3.2666,-8.6,-8.5
c1c2c(ccc1Cl)cc(-c1n[nH]c(n1-c1cc(NC3CCCCC3)ncc1)=O)cc2,0.477880965,2.517009522,419.916,5.1738,-10.5,-8.7
c1(cc(-c2[nH]c(-c3ccc(F)cc3)nn2)ccc1)NC(=O)C1CC1,0.770387434,2.237577286,322.343,3.6263,-8.8,-8.2
c1(cc(ncc1)NC(C)C)-c1n[nH]c(n1-c1cc2c(cccc2)cc1)=O,0.592506646,2.422086105,345.406,3.5961,-8.5,-8.6
c1c(Br)cc2c(c1)[nH]c(-c1cc([nH]n1-c1ccc3c(c1)cccc3)=O)n2,0.450048835,2.58455034,405.255,4.6246,-8.9,-8.7
c1cc(-n2c(-c3ccc(cc3)Cl)n[nH]c2=O)cc(NC(COC)=O)c1,0.732859781,2.141327293,358.785,2.4659,-8,-7.7
c1(Nc2cc(ccn2)-c2ccc(F)cc2)cc(ncc1)NC1CCOCC1,0.69189825,2.354451923,364.424,4.6172,-9,-8.8
c1(cccnc1)C1=C(c2cc(NC3CCCC3)ncc2)C(=O)NC1=O,0.838947428,2.528200024,334.379,2.3983,-8.8,-8.5
c1(cc(C2=C(c3ccnc(NC4CCOCC4)c3)C(NC2=O)=O)ccc1Cl)Cl,0.742939941,2.633025814,418.28,3.5465,-9.2,-9.2
N1C(C(c2ccnc(NC3CCCC3)c2)=C(c2cc(C)n[nH]2)C1=O)=O,0.741452272,2.901076236,337.383,2.03482,-8.9,-8.5
c1(C2C(NC(C=2c2ccc(cc2)OC)=O)=O)c(F)ccc(C(N)=O)c1,0.824161995,2.227187691,340.31,1.5004,-8.1,-8.5
c1(C(=O)N)nn(C)c(c1)C1C(NC(C=1c1ccc(cc1)F)=O)=O,0.790446508,2.560073839,314.276,0.2253,-8.1,-8
O=C1NC(C(c2ccc(cc2)F)=C1c1ccnc(c1)NC1CCOCC1)=O,0.81135624,2.535260281,367.38,2.3788,-9,-8.9
C1(C(c2cc(NC(=O)C)ncc2)=C(C(=O)N1)c1ccncc1)=O,0.823851491,2.470251726,308.297,1.0022,-8.3,-7.7
c1(cccc(OC)c1)C1=C(C(NC1=O)=O)c1ccnc(c1)NC1CCOCC1,0.774833116,2.557756263,379.416,2.2483,-9,-8.8
c1(C2=C(C(NC2=O)=O)c2ccc(C)cc2)ccc(C2=CCCCC2)cc1,0.833019463,2.337218413,343.426,4.51962,-9.4,-9
c1(cc(cnc1)C1=C(c2ccnc(NC3CCOCC3)c2)C(NC1=O)=O)Cl,0.785469677,2.793565607,384.823,2.2881,-9.2,-8.8
C1(c2ccnc(NC3CCOCC3)c2)=C(OCC1=O)c1cccc(c1)OC,0.876661273,2.745272213,366.417,3.1487,-8.6,-8.3
c1ccc(C2=C(c3ccc(cc3)Br)C(NC2=O)=O)cc1,0.861659341,1.973575714,328.165,3.0163,-7.5,-7.7
C1(NC(C(c2c1ccnc2)=C1c2c(NC1=O)ccc(c2)Cl)=O)=O,0.571464262,2.56846782,325.711,1.8679,-9.4,-8.5
c1(cc(cc(F)c1)F)Nc1nccc(C2=C(C(=O)NC2=O)c2ccccc2)c1,0.680884678,2.413650814,377.35,3.6706,-9.6,-9
N(CC1OCCC1)c1nccc(c1)-c1nn(c(c2ccc(F)cc21)=O)C,0.780167021,2.908482099,354.385,2.7255,-8.6,-8.2
C1C(CCC(NC(=O)c2cc(n[nH]2)-c2cccnc2)C1)C(=O)N,0.787667709,2.325043269,313.361,1.2456,-8.4,-7.4
C1(=O)NC(=O)C(=C1c1ccc(F)cc1)c1cn(C)c2ccccc21,0.738264262,2.222333709,320.323,2.8846,-8.6,-8.4
c1cc(cc(NC2C(NC(=O)C=2c2ccnc(NC(C)C)c2)=O)c1)C,0.731358701,2.53557783,336.395,2.68992,-8.4,-8.2
c1nccc(C2=C(c3ccc(cc3)OC)C(=O)NC2=O)c1,0.868126945,2.11147362,280.283,1.6574,-7.7,-7.5
c1cc(ccn1)-c1cc2c(cc1)c(NC(CCC)=O)n[nH]2,0.769418044,2.198332397,280.331,3.3635,-7.6,-7.5
c1c2c(nccc2)cc(c1)C1=C(c2ccc(cc2)F)C(NC1=O)=O,0.739145812,2.213619426,318.307,2.9411,-8.5,-8.7
C1CC(Nc2nccc(c2)-c2cc(NC3CCOCC3)ncc2)CCO1,0.858422518,2.568967951,354.454,3.3254,-8.5,-8.1
n1(c2c(cn1)ccc(NC1CCN(CC1)C(=O)NC1CCOCC1)n2)C(C)C,0.844085883,2.654130622,386.5,2.7771,-8.8,-8.2
c1ccc2cc(-c3nn[nH]c3-c3cc(ncc3)NC3CCOCC3)sc2c1,0.553262807,2.940821688,377.473,4.3393,-8.9,-9.1
CC(C(=O)NC1CCCC1)Nc1cc(ccn1)-c1cc(ncc1)Nc1ccccc1,0.532581822,2.744367139,401.514,4.7464,-9.5,-8.3
c1c(cc(cc1)C1C(NC(=O)C=1c1cc(C2CCOCC2)ncc1)=O)C#N,0.849871052,2.731101701,359.385,2.41448,-9.7,-9.5
N(c1cc(ccn1)C1=C(C(=O)NC1=O)c1c(Cl)c(ccc1)Cl)C1CCOCC1,0.742939941,2.669217929,418.28,3.5465,-9.1,-8.9
C1COCCN1CCCNC(=O)c1cc(ncc1)Nc1cc(C2CC2)ncc1,0.684389585,2.447473211,381.48,2.5497,-8.1,-7.7
C1CN(Cc2ccc(cc2)F)CCC1C(N)=O,0.864596791,1.643013697,236.29,1.523,-6.7,-6.5
O(c1cc(C2C(=O)NC3=C2C(=O)NC3=O)ccc1)C,0.720575055,3.083613263,258.233,-0.1809,-7.7,-7.6
c1(F)cc(C2C(NC(=O)C=2Nc2ccccc2)=O)cc(F)c1,0.856067072,2.271461819,300.264,2.4444,-7.9,-7.7
c1c(cc(cc1)-c1cc(nc(n1)NCC1CCOCC1)OC)C1CC1,0.865694845,2.41560993,339.439,3.8681,-8.4,-7.7
c1c(C2=C(c3ccccc3)C(NC2=O)=O)ccnc1NC1CCCC1,0.843948257,2.337633323,333.391,3.0033,-8.7,-8.5
c1c(ccnc1NC1CCOCC1)C1=C(C(=O)NC1=O)c1ccc(Cl)c(Cl)c1,0.742939941,2.633025814,418.28,3.5465,-9.3,-9.2
CC(C)NC(NC1CCC(CC1)Nc1n[nH]c2c1cc(cn2)Cl)=O,0.681251428,2.598759727,350.854,3.042,-8.3,-7.6
C1(=O)NC(=O)C(=C1c1cc(NC(C)C)ncc1)c1ccc(cc1)F,0.847843609,2.42057471,325.343,2.6082,-8.2,-7.9
c1cc(C2=C(C(=O)NC2=O)c2cc(ncc2)NC2CCOCC2)ccc1F,0.81135624,2.535260281,367.38,2.3788,-9.1,-8.9
c1ccc(cc1C(N)=O)C1=C(c2ccc(cc2)OC)C(=O)NC1=O,0.830382419,2.107548303,322.32,1.3613,-8.7,-8.3
C1(=O)C(=C(C(=O)N1)c1cc(NC2CCCC2)ncc1)c1cccc(c1)F,0.830425976,2.456118105,351.381,3.1424,-9.3,-8.7
c1ccc(N(C)C)c(C2C(NC(C=2Nc2ccccc2)=O)=O)c1,0.85047702,2.29690853,307.353,2.2322,-7.8,-7.6
c1(cc(-c2csc(C(N)=O)c2)ccn1)NC1CCOCC1,0.909487965,2.564653961,303.387,2.4999,-7.7,-7.5
c1ccc(Br)cc1N=C1SC(=Cc2ccc(cc2)F)C(=O)N1,0.784538767,2.729213467,377.238,4.4798,-8.1,-8.1
C1(=O)NC(=O)C(=C1c1cc(NC2CCOCC2)ncc1)c1cccc(F)c1,0.81135624,2.588614128,367.38,2.3788,-9.1,-8.9
c1(Cl)c(ccc(C2=C(c3ccc(F)cc3)C(NC2=O)=O)c1)Cl,0.850313677,2.123716548,336.149,3.6997,-8.4,-7.8
c1cc(C(N)=O)ccc1C1=C(c2ccnc(c2)NC2CCC2)C(NC1=O)=O,0.700781539,2.457557946,362.389,1.7121,-8.9,-9
C1(=C(c2cn(c3ccccc32)C)C(NC1=O)=O)c1ccc(cc1)Cl,0.72915021,2.217076243,336.778,3.3989,-8.1,-8.5
c1nc(NC2CCCC2)cc(c1)C1C(NC(C=1c1ccc(OC)cc1)=O)=O,0.798456144,2.377005843,363.417,3.0119,-9.2,-8.6
C1C(CCNC(=O)c2nc(ccc2)C(N)=O)CCC(Nc2ccccc2N)C1,0.54893678,2.357940814,381.48,2.5535,-8.5,-7.7
c1ccc(F)cc1C1C(NC(C=1N1CCC(CC1)C)=O)=O,0.845960047,2.398590948,288.322,1.9251,-7.9,-8
C(C)C(NC1CCC(Nc2nc3c(cn2)cnn3-c2ccc3c(cccc3)c2)CC1)=O,0.510797616,2.508406493,414.513,4.218,-9.8,-8.7
c1c(cccc1Nc1nccc(-c2n(-c3ccc4c(cccc4)c3)c([nH]n2)=O)c1)O,0.423316918,2.427826131,395.422,4.225,-9.8,-9.8
Cc1cc(cc(C2C(=O)NC(C=2Nc2cc(C)ccc2)=O)c1)C,0.856785774,2.296043379,306.365,3.09146,-8.6,-8.3
c1ncccc1C1C(NC(C=1c1cc(NC(CC)=O)ncc1)=O)=O,0.828492103,2.491280994,322.324,1.3923,-8.1,-8.2
[nH]1nc(NC(CC)=O)c2c1ncc(c2)-c1ccc(O)cc1,0.688451815,2.311587467,282.303,2.679,-8.3,-8.3
C1(C(NC(=O)C=1c1cc(NC2CC2)ncc1)=O)c1ccccc1,0.849778607,2.321965647,305.337,2.2231,-8,-7.6
C1(c2ccnc(NC3CCOCC3)c2)=C(C(NC1=O)=O)c1ccc(cc1)F,0.81135624,2.535260281,367.38,2.3788,-9,-8.9
c1(C2C(NC(=O)C=2c2ccnc(NC3CCOCC3)c2)=O)ccc(F)cc1,0.81135624,2.535260281,367.38,2.3788,-9.1,-8.9
C1C(Nc2ccc(F)cc2)CCN(C1)c1ccnc(c1)NC1CCOCC1,0.836173454,2.349529616,370.472,3.8925,-8.7,-8.3
C(C)NC(=O)Nc1n[nH]c2c1cc(-c1n[nH]c(n1-c1ccccc1)=O)cc2,0.444239518,2.484038388,363.381,2.2453,-9.1,-8.6
c1cc(cc2c1n(cc2C=C1C(NC(NC1=O)=O)=O)C)F,0.607845184,2.504052108,287.25,1.0668,-8.2,-8.6
n1[nH]c2ccc(Br)cc2c1NC(CCC)=O,0.908526205,2.175031552,282.141,3.064,-6.8,-6.7
C1(c2ccc(F)cc2F)=C(c2cc(NC3CCOCC3)ncc2)C(=O)NC1=O,0.790955113,2.652270237,385.37,2.5179,-9.3,-9.3
c1cc(cc(c1)C1C(=O)NC(=O)C=1c1ccc(cc1)F)O,0.829409392,2.138771391,283.258,2.0985,-7.8,-7.8
C1(NC(=O)C(=C1c1ccc(cc1)F)c1cc(NC2CCCC2)ncc1)=O,0.830425976,2.400630105,351.381,3.1424,-8.9,-8.6
n1(-c2ccc3c(cccc3)c2)c(-c2ccnc(c2)NC2CCC(CC2)OC)n[nH]c1=O,0.511612323,2.60265924,415.497,4.1453,-9,-9.3
c1cc(-c2cc3c(cc2)[nH]nc3NC(CCN2CCOCC2)=O)ccc1F,0.726284192,2.216952057,368.412,3.0298,-8.8,-8.7
c1c(C2C(=O)NC(=O)C=2Nc2cccc(C(N)=O)c2)cccc1,0.740190247,2.146916341,307.309,1.2651,-8.8,-8.4
c1nccc(-c2n[nH]c(=O)n2-c2cc3ccccc3cc2)c1,0.616613644,2.158835073,288.31,2.7758,-8.4,-8
c1c(cc(Cl)cc1C1=C(C(=O)NC1=O)c1ccc(cc1)F)Cl,0.850313677,2.218512765,336.149,3.6997,-8.4,-8.1
N(c1nccc(c1)-c1cc(ncc1)Nc1ccc(F)cc1)c1ccccc1,0.476514629,2.033813077,356.404,5.7699,-9.3,-8.6
c1(cc(ncc1)NC1CCOCC1)-n1c([nH]c(=O)cc1)=O,0.858830777,2.598023192,288.307,0.5117,-7.4,-7.6
c1c(Cl)c(-c2c(cnc(Nc3ccc(cc3)N3CCOCC3)n2)F)ccc1,0.716481196,2.174735309,384.842,4.5163,-8.9,-8.8
c1c(nccc1C1C(N)=C(C(=O)N1)c1ccc(cc1)F)NC1CCOC1,0.781047747,3.548950611,354.385,1.9624,-9.1,-8.3
COc1ccc(cc1)C1=C(c2ccccc2F)C(NC1=O)=O,0.885129722,2.012239486,297.285,2.4015,-7.7,-8
c1(cccc(c1)C1C(=O)NC(C=1c1ccc(Cl)cc1)=O)C(N)=O,0.845401601,2.127174388,326.739,2.0061,-8.9,-8.3
n1c2c(n(C(C)C)c1)nc(nc2)NC1CCC(Nc2ncccn2)CC1,0.728705427,2.691590218,352.446,3.0324,-8.5,-7.6
c1c(O)cccc1C1=C(C(=O)NC1=O)c1ccnc(NC2CCOCC2)c1,0.716234787,2.644270341,365.389,1.9453,-9.1,-8.8
c1ncc(C2=C(C(=O)NC2=O)c2cc(ncc2)NC2CCOCC2)cc1,0.814437546,2.659108234,350.378,1.6347,-9.1,-8.5
Fc1ccc(NC2C(NC(=O)C=2c2cccnc2NC2CCOCC2)=O)cc1,0.687508923,2.620228057,382.395,2.2912,-9,-8.5
c1(cc(Nc2nccc(c2)-c2ccnc(c2)NC2CCC2)ncc1)C,0.717667201,2.376155978,331.423,4.55502,-8.9,-7.9
C1OCCN(c2cc(NC3CCC3)ncc2)C1,0.864706156,2.144095505,233.315,1.8826,-6.3,-6.5
C1(NC(=O)C(S1)=Cc1cc(NC2CCCC2)ncc1)=NC1CCOCC1,0.794187906,3.203776343,372.494,3.175,-8.3,-8.3
c1nc(ncc1C1=C(c2cc(NC3CCCCC3)ncc2)C(=O)NC1=O)N,0.7064691,2.729717086,364.409,1.7656,-9.1,-8.8
c1c(ccc(c1)C1=C(C(=O)NC1=O)c1ccnc(NC2CCOCC2)c1)F,0.81135624,2.535260281,367.38,2.3788,-9.1,-9
c1ccccc1C1=C(c2cc(ncc2)NC2CCOCC2)C(=O)NC1=O,0.827718733,2.476063902,349.39,2.2397,-8.7,-8.7
O=C(N)c1cccc(C2=C(C(NC2=O)=O)c2cc(NC3CCOCC3)ncc2)c1,0.659982577,2.636238786,392.415,1.3386,-9.5,-9.2
c1c(cc(cc1)F)C1=C(C(NC1=O)=O)c1ccnc(NC2CCCC2)c1,0.830425976,2.456118105,351.381,3.1424,-9.2,-8.6
c1c(Cl)ccc(C2=C(C(NC2=O)=O)c2ccc(F)cc2F)c1,0.864154688,2.143094353,319.694,3.1854,-8.2,-8
c1cc(ncc1OCC1CCOCC1)C1C(=O)NC(=O)C=1c1c(F)cc(cc1)F,0.781342435,2.671835079,400.381,2.7324,-8.9,-8.6
C1OCCC(Nc2nc3c(cc2C(=O)NC(C)C)n[nH]c3C2CCCC2)C1,0.749598004,2.833904068,371.485,3.3446,-9.1,-7.8
c1cc(ccc1O)CC1C(=O)NC(=O)C=1c1ccnc(NC2CCCC2)c1,0.710756775,2.618963832,363.417,2.7944,-8.5,-8.6
c1cc(cnc1NC1CCOCC1)C1=C(C(NC1=O)=O)c1ccc(Cl)cc1,0.793382813,2.515609394,383.835,2.8931,-8.8,-8.3
C(N)(c1cc(ncc1)NC1CCC(CC1)NC(=O)NCC)=O,0.655479699,2.27258961,305.382,1.2227,-7.8,-7.2
n1c2c(ncc(C=C3C(NC(S3)=NC3CCCCC3)=O)c2)n(c1-c1ccco1)C,0.660276076,3.298970623,407.499,4.1209,-9.1,-8.7
c1c2c(c(NC3CCOCC3)nc(NC3CCCC3)n2)ccc1Cl,0.867179196,2.367000951,346.862,4.2286,-8.6,-8
c1c2c(cccc2)ccc1C1=C(c2cc(ncc2)NC2CCCCC2)C(=O)NC1=O,0.63396734,2.448675606,397.478,4.5466,-10.3,-9.6
C1(=O)NC(C(=C1c1ccc(cc1)Br)c1cc(ncc1)NC1CCOCC1)=O,0.732489739,2.578291642,428.286,3.0022,-8.9,-9.1
C(C(=O)N)CC(Nc1nccc(C2C(NC(C=2c2ccc(F)cc2)=O)=O)c1)=O,0.641398205,2.44961642,382.351,0.9919,-8.9,-8.4
c1(nc(C2CCOCC2)c2nnn(C(C)C)c(=O)c2c1)-c1cccc(Cl)c1,0.682609983,2.746299988,384.867,3.9818,-9.3,-8.7
c1(NC2CCOCC2)nccc(C2=C(C(=O)NC2=O)c2ccc(cc2)F)c1,0.81135624,2.535260281,367.38,2.3788,-9.1,-9
C1(c2cncc(c2)F)=C(C(NC1=O)=O)c1ccnc(NC2CCCC2)c1,0.826373096,2.678568566,352.369,2.5374,-9,-8.4
c1cc(F)cc(NC2=C(C(NC2=O)=O)c2cc(ccc2)OC)c1,0.850310058,2.193130542,312.3,2.3139,-7.8,-8.3
c1(cc(C(O)C2CC2)ncc1)C1=C(c2ccc(F)cc2)C(=O)NC1=O,0.838118513,3.027076725,338.338,2.2313,-8.3,-8.1
C1(=O)C(=C(C(=O)N1)c1cc(ncc1)Nc1ccccc1)c1cccc(C#N)c1,0.691244881,2.406301562,366.38,3.26408,-10,-9.3
c1c(nccc1C1=C(c2cc(ccc2)CN2CCN(CC2)C)C(=O)NC1=O)NC1CCOCC1,0.636484401,2.705652421,461.566,1.9871,-9.9,-9.3
c1(C(=O)NCC2CCOCC2)cc(n(C)c1)C(Nc1ccc(cc1)F)=O,0.861842145,2.232579386,359.401,2.5729,-8.3,-7.7
C1(NC(C2=C1c1cc(C)ccc1OC2)=O)c1cccnc1,0.871181349,3.143673551,278.311,2.40712,-8.4,-8.1
c12c([nH]nc1NC(=O)CCC)ccc(-c1c(C(N)=O)cccc1)c2,0.672553501,2.184450225,322.368,3.0674,-8.3,-7.8
C1(=O)C(=C(c2ccnc(NC3CCOCC3)c2)C(N1)=O)c1ccccc1,0.827718733,2.476063902,349.39,2.2397,-8.7,-8.5
n1[nH]c(NC2CCCCC2)nc1-c1cc(NC2CCOCC2)ncc1,0.773260152,2.730445698,342.447,3.2022,-9.2,-8
c1c(N(C)C)cc(OC)c(-c2n3c(nn2)ccc(c3)NC2CCCC2)c1,0.757110602,2.466098413,351.454,3.8254,-8.1,-7.5
c1(NC(CC)=O)nccc(C2C(NC(C=2c2ccc(F)cc2)=O)=O)c1,0.835512404,2.352414972,339.326,2.1364,-8.4,-8.4
c1cc(Nc2ccc(cc2)F)ncc1C1C(NC(=O)C=1c1ccc(Cl)cc1)=O,0.652051183,2.274228699,393.805,4.1849,-9.3,-8.6
c1cc(C(N)=O)ccc1C1C(=O)NC(C=1c1ccnc(c1)Nc1ccc(F)cc1)=O,0.567880961,2.365300639,402.385,2.6304,-10.3,-8.9
CC(=O)Nc1cc(ccn1)C1C(=O)NC(=O)C=1c1ccc(F)cc1,0.841608043,2.331560473,325.299,1.7463,-8.6,-8
C1(=C(c2ccnc(c2)NC(C)C)C(=O)NC1=O)c1ccc(cc1)F,0.847843609,2.42057471,325.343,2.6082,-8.2,-7.8
c1c(C2=C(C(NC2=O)=O)c2ccnc(NC3CCC3)c2)cc(cc1)C(=O)N,0.700781539,2.508038108,362.389,1.7121,-9.3,-8.5
C1(C(=O)NC(C=1c1ccc(cc1)-n1cc(nc1)-c1ccccc1)=O)N,0.717420114,2.469983928,330.347,1.8655,-8.9,-8.5
c1cc(ccc1-c1cnc2[nH]nc(NC(=O)CCC)c2c1)Cl,0.763814227,2.223081599,314.776,4.0169,-8.4,-8
C1(CN(C(=O)c2ccc(-c3cc(ncc3)Nc3cn(C)nc3)cc2)CCC1)N,0.730848494,2.819917453,376.464,2.789,-8.8,-8.5
c1c(C2=C(C(=O)NC2=O)c2ccnc(NC3CCOCC3)c2)cccc1,0.827718733,2.476063902,349.39,2.2397,-8.7,-8.7
c1cccc(c1)C1C(=O)NC(C=1c1cccc(c1)Cl)=O,0.861575163,1.975611342,283.714,2.9072,-7.6,-7.6
C(C(Nc1cc(C2C(=O)NC(=O)C=2c2cc(OC)ccc2)ccn1)=O)=CC,0.62675986,2.576286893,363.373,2.172,-8.6,-8
C1CC(CC1)Nc1cc(Nc2n[nH]c(n2-c2ccc3c(c2)cccc3)=O)ccn1,0.478265982,2.58600231,386.459,4.2069,-8.6,-8.9
c1cc(NC(C2CC2)=O)cc(-c2ccnc(c2)NC2CCC2)c1,0.875501051,2.007754458,307.397,4.0615,-8.1,-7.4
C1CC1Nc1cc(-c2cc(NC(OC)=O)ncc2)ccn1,0.902439387,2.275970544,284.319,2.8962,-7.5,-7
c1(OC)ccc2c(c1)cc(-c1cnc(NC(C3CCOCC3)=O)nc1)cc2,0.765547841,2.260648065,363.417,3.6705,-8.9,-8.7
C1(=O)NC(=O)C(c2cc(NC3CCC3)ncc2)=C1c1ccc(Cl)cc1,0.827499606,2.394331626,353.809,3.2666,-8.4,-8.5
n1c(cc(C2C(NC(C=2c2cc(NC3CCC3)ncc2)=O)=O)cc1)NC1CCOCC1,0.618260365,2.836782165,419.485,2.5991,-9.8,-8.8
C1CC(Nc2c(cc3c(n(ccc3c2)C)=O)F)CCC1,0.910092706,2.287919844,274.339,3.4222,-7.9,-8
C1CC(CCC1Nc1cc2c(cnn2C(C)C)cn1)Nc1ccc(C#N)cc1,0.67551219,2.664775066,374.492,4.71908,-8.8,-8
CCCC(=O)Nc1cc(ccn1)C1C(NC(=O)C=1c1ccccc1)=O,0.821322072,2.28649934,335.363,2.3874,-8.5,-8.8
c1c(ccc(c1)OC)-c1c(c([nH][nH]1)=O)-c1ccnc(NC2CCC(O)CC2)c1,0.544444937,2.627407545,380.448,3.156,-9.5,-8.9
c1cc2c(OCO2)cc1-c1cc(NC(C2CC2)=O)ncc1,0.940012543,2.053758122,282.299,2.8258,-7.9,-8.3
n1ccc(C2=C(c3ccc(cc3)Cl)C(NC2=O)=O)cc1NC1CCN(C)CC1,0.777206538,2.504099083,396.878,2.8083,-9.2,-9.4
c1c(C2=C(c3ccc(cc3)F)C(=O)NC2=O)ccnc1NC1CCOCC1,0.81135624,2.535260281,367.38,2.3788,-9.1,-8.9
c1(O)c2c(ncc1)ccc(NC(CCC)=O)c2,0.851667188,2.016392543,230.267,2.679,-6.8,-6.6
c1cc(F)ccc1C1C(=O)NC(=O)C=1c1ccc(cc1)Cl,0.866674616,1.988596945,301.704,3.0463,-8.1,-7.7
O=C1C(c2c(N1)nccc2)c1cc(Nc2ccc(cc2F)F)ncc1,0.765920914,3.035090846,338.317,3.5824,-9.4,-8.6
C1CCC(Nc2scc(n2)-c2n(-c3cc4c(cc3)cccc4)c([nH]n2)=O)C1,0.559048104,2.488285385,377.473,4.1918,-9,-9
c1cccc(C2=C(c3ccncc3)C(=O)NC2=O)c1F,0.844636013,2.196797577,268.247,1.7879,-7.5,-7.6
c1(cccc(-c2nn(c(cc2)=O)-c2cccc(n2)NC2CCOCC2)c1)F,0.768675959,2.475899672,366.396,3.0245,-9.2,-9.3
c1(NC2=C(C(=O)NC2=O)c2cc(Br)ccc2)cccc(c1)Cl,0.803911831,2.268105243,377.625,3.5821,-8.1,-8
C(C)(Nc1cc(ccn1)-c1ccnc(NC(C2CC2)=O)c1)C,0.887987521,2.252358593,296.374,3.3124,-7.7,-7.7
C1(=O)C(=C(C)Nc2cc(-c3ccc(F)cc3OC)ccn2)C(NC1=O)=O,0.375710251,2.591392951,355.325,1.8077,-8.8,-8.8
c1cc(cc2OCOc12)C=C1C(N=C2SNC(N2c2ccc(F)cc2)=N1)=O,0.635918103,3.783447699,382.376,2.9055,-9.9,-8.6
C1CCC(NC(=O)NC2CCC(CC2)Nc2nccc(-n3ccc([nH]c3=O)=O)c2)C1,0.597577592,2.649963688,412.494,1.8857,-9.3,-8.7
c1(cc(ncc1C(=O)N)-c1ccnc(c1)Nc1cc(ccc1)OC)NC1CCOCC1,0.53654716,2.506048319,419.485,3.5856,-9.1,-8.3
c1c(C2=C(C(=O)NC2=O)c2ccnc(NC3CCOCC3)c2)cc(cc1)OC,0.774833116,2.557756263,379.416,2.2483,-9,-8.8
c1cc(C)cc(C2C(NC(C=2c2cc(NC3CCOCC3)ncc2)=O)=O)c1,0.816294316,2.56692182,363.417,2.54812,-9.2,-9.1
N1C(C(=C(C1=O)c1ccc(F)cc1)c1cc(NC2CCOCC2)ncc1)=O,0.81135624,2.535260281,367.38,2.3788,-8.9,-9
C1C(CCOC1)Nc1cc(C2C(=O)NC(=O)C=2c2cc(F)c(F)cc2)ccn1,0.790955113,2.648808699,385.37,2.5179,-9.4,-9.1
c1cc(cc(c1)Cl)C1C(=O)NC(C=1c1cc(NC2CCOC2)ncc1)=O,0.809301547,3.044602714,369.808,2.503,-8.6,-8.7
c12ccc(-c3cc(ncc3)NC3CCC(NC(=O)NC4CCOCC4)CC3)cc2c(no1)N,0.466896636,2.755719396,450.543,3.6733,-9.7,-9.4
c1(nc(cc(-c2cc(ncc2)NC(=O)C2CC2)c1)NC1CCOCC1)C,0.862512719,2.454369797,352.438,3.39142,-8.8,-8.3
c1(cc(F)ccc1)C1C(=O)NC(C=1c1ccnc(NC2CCOCC2)c1)=O,0.81135624,2.588614128,367.38,2.3788,-9.1,-9
c1(ccnc(c1)NC1CCOCC1)C1C(=O)NC(C=1c1cccc(F)c1)=O,0.81135624,2.588614128,367.38,2.3788,-9.1,-8.9
c1cc2c(c[nH]c2nc1)-c1nnc(o1)-c1cc(NC(=O)CCC)ncc1,0.571764843,2.532468761,348.366,3.4135,-8.7,-8.2
